,연월,customer_id,count_0,count_1,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period,exit_date
34,201805,AS092144,4,6.0,,,,,,,,,,,,,,,,,,
35,201805,AS098763,2,8.0,,,,,,,,,,,,,,,,,,
36,201805,AS099118,6,5.0,,,,,,,,,,,,,,,,,,
37,201805,AS099984,4,4.0,,,,,,,,,,,,,,,,,,
38,201805,AS100947,5,,,,,,,,,,,,,,,,,,,
39,201805,AS105107,4,6.0,,,,,,,,,,,,,,,,,,
40,201805,AS107662,9,7.0,,,,,,,,,,,,,,,,,,
41,201805,AS108195,6,4.0,,,,,,,,,,,,,,,,,,
42,201805,AS108507,9,4.0,,,,,,,,,,,,,,,,,,
43,201805,AS113826,8,4.0,,,,,,,,,,,,,,,,,,
44,201805,AS115149,6,,,,,,,,,,,,,,,,,,,
45,201805,AS123220,6,6.0,,,,,,,,,,,,,,,,,,
46,201805,AS124354,4,3.0,,,,,,,,,,,,,,,,,,
47,201805,AS131358,9,,,,,,,,,,,,,,,,,,,
48,201805,AS132988,7,6.0,,,,,,,,,,,,,,,,,,
49,201805,AS136184,7,9.0,,,,,,,,,,,,,,,,,,
50,201805,AS137764,2,4.0,,,,,,,,,,,,,,,,,,
51,201805,AS141460,5,5.0,,,,,,,,,,,,,,,,,,
52,201805,AS147485,8,3.0,,,,,,,,,,,,,,,,,,
53,201805,AS152185,6,3.0,,,,,,,,,,,,,,,,,,
54,201805,AS157629,2,3.0,,,,,,,,,,,,,,,,,,
55,201805,AS158438,7,5.0,,,,,,,,,,,,,,,,,,
56,201805,AS161071,8,8.0,,,,,,,,,,,,,,,,,,
57,201805,AS169823,2,3.0,XX,C01,M,2017-11-01,2018-06-30,CA1,1.0,종일,10500.0,일반,3.0,3.0,4.0,2.0,1.0,2018-06-30,7.0,2018-05-30 00:00:00
58,201805,AS170379,8,9.0,,,,,,,,,,,,,,,,,,
59,201805,AS171842,6,5.0,,,,,,,,,,,,,,,,,,
60,201805,AS171994,5,5.0,,,,,,,,,,,,,,,,,,
61,201805,AS174345,4,3.0,,,,,,,,,,,,,,,,,,
62,201805,AS175707,3,8.0,,,,,,,,,,,,,,,,,,
63,201805,AS183155,6,3.0,,,,,,,,,,,,,,,,,,
64,201805,AS185951,3,10.0,,,,,,,,,,,,,,,,,,
65,201805,AS186727,3,6.0,,,,,,,,,,,,,,,,,,
66,201805,AS189336,2,7.0,,,,,,,,,,,,,,,,,,
67,201805,AS190883,5,7.0,,,,,,,,,,,,,,,,,,
68,201805,AS193568,9,5.0,,,,,,,,,,,,,,,,,,
69,201805,AS194595,7,5.0,,,,,,,,,,,,,,,,,,
70,201805,AS195052,8,,,,,,,,,,,,,,,,,,,
71,201805,AS196653,3,5.0,,,,,,,,,,,,,,,,,,
72,201805,AS197200,8,8.0,,,,,,,,,,,,,,,,,,
73,201805,AS200286,7,10.0,,,,,,,,,,,,,,,,,,
74,201805,AS206541,4,1.0,,,,,,,,,,,,,,,,,,
75,201805,AS207011,8,6.0,,,,,,,,,,,,,,,,,,
76,201805,AS210846,6,6.0,,,,,,,,,,,,,,,,,,
77,201805,AS211705,2,6.0,,,,,,,,,,,,,,,,,,
78,201805,AS211927,3,3.0,,,,,,,,,,,,,,,,,,
79,201805,AS212221,8,7.0,,,,,,,,,,,,,,,,,,
80,201805,AS218636,5,4.0,,,,,,,,,,,,,,,,,,
81,201805,AS220726,8,,,,,,,,,,,,,,,,,,,
82,201805,AS220894,7,7.0,,,,,,,,,,,,,,,,,,
83,201805,AS227898,7,5.0,,,,,,,,,,,,,,,,,,
84,201805,AS235724,10,9.0,,,,,,,,,,,,,,,,,,
85,201805,AS237205,8,8.0,,,,,,,,,,,,,,,,,,
86,201805,AS240190,4,4.0,,,,,,,,,,,,,,,,,,
87,201805,AS240586,5,7.0,,,,,,,,,,,,,,,,,,
88,201805,AS247467,3,,,,,,,,,,,,,,,,,,,
89,201805,AS248090,7,6.0,,,,,,,,,,,,,,,,,,
90,201805,AS248948,6,7.0,,,,,,,,,,,,,,,,,,
91,201805,AS251112,6,3.0,,,,,,,,,,,,,,,,,,
92,201805,AS251169,10,7.0,,,,,,,,,,,,,,,,,,
93,201805,AS256239,6,6.0,,,,,,,,,,,,,,,,,,
94,201805,AS258098,4,3.0,,,,,,,,,,,,,,,,,,
95,201805,AS259792,5,4.0,,,,,,,,,,,,,,,,,,
96,201805,AS272193,7,9.0,,,,,,,,,,,,,,,,,,
97,201805,AS273414,4,8.0,,,,,,,,,,,,,,,,,,
98,201805,AS275166,5,2.0,,,,,,,,,,,,,,,,,,
99,201805,AS275287,3,6.0,,,,,,,,,,,,,,,,,,
100,201805,AS275753,6,4.0,,,,,,,,,,,,,,,,,,
101,201805,AS280744,1,4.0,,,,,,,,,,,,,,,,,,
102,201805,AS282618,3,7.0,,,,,,,,,,,,,,,,,,
103,201805,AS288339,4,5.0,,,,,,,,,,,,,,,,,,
104,201805,AS288569,9,9.0,,,,,,,,,,,,,,,,,,
105,201805,AS294655,4,7.0,,,,,,,,,,,,,,,,,,
106,201805,AS297966,7,6.0,,,,,,,,,,,,,,,,,,
107,201805,AS299544,6,2.0,,,,,,,,,,,,,,,,,,
108,201805,AS303294,5,4.0,,,,,,,,,,,,,,,,,,
109,201805,AS305652,7,10.0,,,,,,,,,,,,,,,,,,
110,201805,AS305860,5,3.0,XXXX,C01,M,2017-06-01,2018-06-30,CA1,1.0,종일,10500.0,일반,3.333333333,3.0,5.0,2.0,0.0,2018-06-30,12.0,2018-05-30 00:00:00
111,201805,AS309101,2,1.0,,,,,,,,,,,,,,,,,,
112,201805,AS311628,5,5.0,,,,,,,,,,,,,,,,,,
113,201805,AS319907,8,9.0,,,,,,,,,,,,,,,,,,
114,201805,AS320552,4,5.0,,,,,,,,,,,,,,,,,,
115,201805,AS321794,4,9.0,,,,,,,,,,,,,,,,,,
116,201805,AS335390,6,5.0,,,,,,,,,,,,,,,,,,
117,201805,AS339451,5,4.0,,,,,,,,,,,,,,,,,,
118,201805,AS342526,5,5.0,,,,,,,,,,,,,,,,,,
119,201805,AS345469,4,7.0,,,,,,,,,,,,,,,,,,
120,201805,AS345508,6,5.0,,,,,,,,,,,,,,,,,,
121,201805,AS346579,4,3.0,,,,,,,,,,,,,,,,,,
122,201805,AS351574,3,3.0,,,,,,,,,,,,,,,,,,
123,201805,AS352209,5,4.0,,,,,,,,,,,,,,,,,,
124,201805,AS353422,4,8.0,,,,,,,,,,,,,,,,,,
125,201805,AS354246,6,8.0,,,,,,,,,,,,,,,,,,
126,201805,AS356812,8,8.0,,,,,,,,,,,,,,,,,,
127,201805,AS359364,4,1.0,,,,,,,,,,,,,,,,,,
128,201805,AS363699,5,3.0,XXXXX,C01,M,2018-02-01,2018-06-30,CA1,1.0,종일,10500.0,일반,3.333333333,3.0,5.0,2.0,0.0,2018-06-30,4.0,2018-05-30 00:00:00
129,201805,AS365290,4,6.0,,,,,,,,,,,,,,,,,,
130,201805,AS369194,3,8.0,,,,,,,,,,,,,,,,,,
131,201805,AS369418,6,6.0,,,,,,,,,,,,,,,,,,
132,201805,AS371310,6,1.0,,,,,,,,,,,,,,,,,,
133,201805,AS374280,6,8.0,,,,,,,,,,,,,,,,,,
134,201805,AS377637,9,9.0,,,,,,,,,,,,,,,,,,
135,201805,AS383234,2,4.0,,,,,,,,,,,,,,,,,,
136,201805,AS385315,8,6.0,,,,,,,,,,,,,,,,,,
137,201805,AS386696,2,3.0,,,,,,,,,,,,,,,,,,
138,201805,AS388908,8,,,,,,,,,,,,,,,,,,,
139,201805,AS390441,8,6.0,,,,,,,,,,,,,,,,,,
140,201805,AS394423,7,6.0,,,,,,,,,,,,,,,,,,
141,201805,AS399435,4,4.0,,,,,,,,,,,,,,,,,,
142,201805,AS404195,6,7.0,,,,,,,,,,,,,,,,,,
143,201805,AS404579,3,7.0,,,,,,,,,,,,,,,,,,
144,201805,AS409779,9,,,,,,,,,,,,,,,,,,,
145,201805,AS410205,3,2.0,,,,,,,,,,,,,,,,,,
146,201805,AS412668,8,7.0,,,,,,,,,,,,,,,,,,
147,201805,AS417696,1,4.0,XX,C03,F,2017-09-01,2018-06-30,CA1,1.0,야간,6000.0,일반,2.0,1.0,4.0,1.0,0.0,2018-06-30,9.0,2018-05-30 00:00:00
148,201805,AS418314,9,,,,,,,,,,,,,,,,,,,
149,201805,AS421462,7,,,,,,,,,,,,,,,,,,,
150,201805,AS428439,5,2.0,,,,,,,,,,,,,,,,,,
151,201805,AS430089,5,6.0,,,,,,,,,,,,,,,,,,
152,201805,AS430563,4,5.0,,,,,,,,,,,,,,,,,,
153,201805,AS435092,2,3.0,,,,,,,,,,,,,,,,,,
154,201805,AS436928,4,2.0,,,,,,,,,,,,,,,,,,
155,201805,AS450151,1,9.0,XXXXX,C02,F,2018-04-03,2018-06-30,CA3,1.0,주간,7500.0,입회비무료,4.333333333,3.0,9.0,1.0,0.0,2018-06-30,2.0,2018-05-30 00:00:00
156,201805,AS453084,8,8.0,,,,,,,,,,,,,,,,,,
157,201805,AS453157,7,2.0,,,,,,,,,,,,,,,,,,
158,201805,AS453778,1,5.0,,,,,,,,,,,,,,,,,,
159,201805,AS454149,3,4.0,,,,,,,,,,,,,,,,,,
160,201805,AS458614,10,7.0,,,,,,,,,,,,,,,,,,
161,201805,AS460177,6,2.0,,,,,,,,,,,,,,,,,,
162,201805,AS460655,2,4.0,,,,,,,,,,,,,,,,,,
163,201805,AS462796,4,7.0,,,,,,,,,,,,,,,,,,
164,201805,AS462883,5,6.0,,,,,,,,,,,,,,,,,,
165,201805,AS462973,6,8.0,,,,,,,,,,,,,,,,,,
166,201805,AS466656,3,8.0,,,,,,,,,,,,,,,,,,
167,201805,AS467237,5,7.0,,,,,,,,,,,,,,,,,,
168,201805,AS467683,6,4.0,,,,,,,,,,,,,,,,,,
169,201805,AS468297,4,4.0,,,,,,,,,,,,,,,,,,
170,201805,AS470817,5,5.0,,,,,,,,,,,,,,,,,,
171,201805,AS473535,3,5.0,,,,,,,,,,,,,,,,,,
172,201805,AS475839,3,5.0,,,,,,,,,,,,,,,,,,
173,201805,AS476267,4,6.0,,,,,,,,,,,,,,,,,,
174,201805,AS480037,1,2.0,,,,,,,,,,,,,,,,,,
175,201805,AS488509,6,6.0,,,,,,,,,,,,,,,,,,
176,201805,AS491747,4,10.0,,,,,,,,,,,,,,,,,,
177,201805,AS494168,10,12.0,,,,,,,,,,,,,,,,,,
178,201805,AS495117,1,6.0,,,,,,,,,,,,,,,,,,
179,201805,AS499352,4,7.0,,,,,,,,,,,,,,,,,,
180,201805,AS499893,6,4.0,,,,,,,,,,,,,,,,,,
181,201805,AS501123,7,7.0,,,,,,,,,,,,,,,,,,
182,201805,AS502510,6,8.0,,,,,,,,,,,,,,,,,,
183,201805,AS506797,5,7.0,,,,,,,,,,,,,,,,,,
184,201805,AS509237,8,9.0,,,,,,,,,,,,,,,,,,
185,201805,AS512827,3,4.0,,,,,,,,,,,,,,,,,,
186,201805,AS515526,5,6.0,,,,,,,,,,,,,,,,,,
187,201805,AS515541,8,9.0,,,,,,,,,,,,,,,,,,
188,201805,AS515861,6,3.0,,,,,,,,,,,,,,,,,,
189,201805,AS516140,5,6.0,,,,,,,,,,,,,,,,,,
190,201805,AS516396,5,7.0,,,,,,,,,,,,,,,,,,
191,201805,AS518169,5,6.0,,,,,,,,,,,,,,,,,,
192,201805,AS525250,9,,XXXX,C03,F,2018-05-09,2018-06-30,CA2,1.0,야간,6000.0,입회비반액할인,5.5,5.5,9.0,2.0,1.0,2018-06-30,1.0,2018-05-30 00:00:00
193,201805,AS529972,4,6.0,,,,,,,,,,,,,,,,,,
194,201805,AS531034,11,9.0,,,,,,,,,,,,,,,,,,
195,201805,AS534058,5,3.0,,,,,,,,,,,,,,,,,,
196,201805,AS535481,8,4.0,,,,,,,,,,,,,,,,,,
197,201805,AS543483,4,1.0,XXXXX,C03,M,2017-09-01,2018-06-30,CA1,1.0,야간,6000.0,일반,2.666666667,3.0,4.0,1.0,0.0,2018-06-30,9.0,2018-05-30 00:00:00
198,201805,AS546422,8,8.0,,,,,,,,,,,,,,,,,,
199,201805,AS546865,6,6.0,,,,,,,,,,,,,,,,,,
200,201805,AS547635,7,10.0,,,,,,,,,,,,,,,,,,
201,201805,AS548544,9,8.0,,,,,,,,,,,,,,,,,,
202,201805,AS550302,9,8.0,,,,,,,,,,,,,,,,,,
203,201805,AS552198,6,6.0,,,,,,,,,,,,,,,,,,
204,201805,AS554975,4,6.0,,,,,,,,,,,,,,,,,,
205,201805,AS557018,7,,,,,,,,,,,,,,,,,,,
206,201805,AS563124,8,5.0,,,,,,,,,,,,,,,,,,
207,201805,AS569518,3,9.0,,,,,,,,,,,,,,,,,,
208,201805,AS571298,6,5.0,,,,,,,,,,,,,,,,,,
209,201805,AS574816,4,4.0,,,,,,,,,,,,,,,,,,
210,201805,AS575508,3,4.0,,,,,,,,,,,,,,,,,,
211,201805,AS575700,3,3.0,,,,,,,,,,,,,,,,,,
212,201805,AS580776,5,,,,,,,,,,,,,,,,,,,
213,201805,AS581751,5,8.0,,,,,,,,,,,,,,,,,,
214,201805,AS582607,7,4.0,,,,,,,,,,,,,,,,,,
215,201805,AS584134,8,,,,,,,,,,,,,,,,,,,
216,201805,AS584189,3,7.0,,,,,,,,,,,,,,,,,,
217,201805,AS586641,4,3.0,,,,,,,,,,,,,,,,,,
218,201805,AS587750,5,5.0,,,,,,,,,,,,,,,,,,
219,201805,AS588076,11,6.0,,,,,,,,,,,,,,,,,,
220,201805,AS588186,3,5.0,,,,,,,,,,,,,,,,,,
221,201805,AS589687,12,8.0,,,,,,,,,,,,,,,,,,
222,201805,AS594062,8,4.0,,,,,,,,,,,,,,,,,,
223,201805,AS603613,4,3.0,,,,,,,,,,,,,,,,,,
224,201805,AS614406,2,6.0,,,,,,,,,,,,,,,,,,
225,201805,AS614421,6,7.0,,,,,,,,,,,,,,,,,,
226,201805,AS618299,10,7.0,,,,,,,,,,,,,,,,,,
227,201805,AS621407,6,6.0,,,,,,,,,,,,,,,,,,
228,201805,AS621552,3,4.0,,,,,,,,,,,,,,,,,,
229,201805,AS622023,3,9.0,,,,,,,,,,,,,,,,,,
230,201805,AS625761,6,7.0,,,,,,,,,,,,,,,,,,
231,201805,AS625883,5,3.0,,,,,,,,,,,,,,,,,,
232,201805,AS627304,8,10.0,,,,,,,,,,,,,,,,,,
233,201805,AS628460,5,1.0,,,,,,,,,,,,,,,,,,
234,201805,AS628722,7,9.0,,,,,,,,,,,,,,,,,,
235,201805,AS632327,8,8.0,,,,,,,,,,,,,,,,,,
236,201805,AS634661,4,3.0,,,,,,,,,,,,,,,,,,
237,201805,AS636570,7,8.0,,,,,,,,,,,,,,,,,,
238,201805,AS637476,5,4.0,,,,,,,,,,,,,,,,,,
239,201805,AS639549,9,8.0,,,,,,,,,,,,,,,,,,
240,201805,AS642796,2,5.0,,,,,,,,,,,,,,,,,,
241,201805,AS645809,5,8.0,,,,,,,,,,,,,,,,,,
242,201805,AS647421,5,2.0,,,,,,,,,,,,,,,,,,
243,201805,AS648913,4,8.0,,,,,,,,,,,,,,,,,,
244,201805,AS649439,8,6.0,,,,,,,,,,,,,,,,,,
245,201805,AS650043,3,7.0,,,,,,,,,,,,,,,,,,
246,201805,AS656522,8,5.0,,,,,,,,,,,,,,,,,,
247,201805,AS660812,7,6.0,,,,,,,,,,,,,,,,,,
248,201805,AS662285,8,7.0,,,,,,,,,,,,,,,,,,
249,201805,AS662863,4,5.0,,,,,,,,,,,,,,,,,,
250,201805,AS670699,3,8.0,,,,,,,,,,,,,,,,,,
251,201805,AS671429,4,4.0,,,,,,,,,,,,,,,,,,
252,201805,AS676181,5,4.0,,,,,,,,,,,,,,,,,,
253,201805,AS677229,3,3.0,,,,,,,,,,,,,,,,,,
254,201805,AS677821,4,6.0,,,,,,,,,,,,,,,,,,
255,201805,AS679641,6,5.0,,,,,,,,,,,,,,,,,,
256,201805,AS693220,8,4.0,,,,,,,,,,,,,,,,,,
257,201805,AS699883,8,9.0,,,,,,,,,,,,,,,,,,
258,201805,AS700935,4,8.0,,,,,,,,,,,,,,,,,,
259,201805,AS703258,4,7.0,,,,,,,,,,,,,,,,,,
260,201805,AS704643,5,4.0,,,,,,,,,,,,,,,,,,
261,201805,AS706877,8,9.0,,,,,,,,,,,,,,,,,,
262,201805,AS707671,7,5.0,,,,,,,,,,,,,,,,,,
263,201805,AS712913,7,2.0,,,,,,,,,,,,,,,,,,
264,201805,AS716291,6,7.0,,,,,,,,,,,,,,,,,,
265,201805,AS717316,4,2.0,,,,,,,,,,,,,,,,,,
266,201805,AS719871,6,10.0,,,,,,,,,,,,,,,,,,
267,201805,AS721170,6,7.0,,,,,,,,,,,,,,,,,,
268,201805,AS723178,4,1.0,XX,C01,M,2017-07-01,2018-06-30,CA2,1.0,종일,10500.0,입회비반액할인,2.333333333,2.0,4.0,1.0,0.0,2018-06-30,11.0,2018-05-30 00:00:00
269,201805,AS726272,7,9.0,,,,,,,,,,,,,,,,,,
270,201805,AS726714,6,4.0,,,,,,,,,,,,,,,,,,
271,201805,AS727718,4,6.0,,,,,,,,,,,,,,,,,,
272,201805,AS732240,5,2.0,,,,,,,,,,,,,,,,,,
273,201805,AS734592,8,8.0,,,,,,,,,,,,,,,,,,
274,201805,AS734767,7,4.0,,,,,,,,,,,,,,,,,,
275,201805,AS736672,6,4.0,,,,,,,,,,,,,,,,,,
276,201805,AS741333,6,7.0,,,,,,,,,,,,,,,,,,
277,201805,AS742617,9,2.0,,,,,,,,,,,,,,,,,,
278,201805,AS744154,5,8.0,,,,,,,,,,,,,,,,,,
279,201805,AS756169,1,6.0,,,,,,,,,,,,,,,,,,
280,201805,AS756586,4,5.0,,,,,,,,,,,,,,,,,,
281,201805,AS756694,6,1.0,,,,,,,,,,,,,,,,,,
282,201805,AS758226,6,6.0,,,,,,,,,,,,,,,,,,
283,201805,AS761330,5,7.0,,,,,,,,,,,,,,,,,,
284,201805,AS766856,4,7.0,,,,,,,,,,,,,,,,,,
285,201805,AS771185,2,6.0,,,,,,,,,,,,,,,,,,
286,201805,AS771307,6,7.0,,,,,,,,,,,,,,,,,,
287,201805,AS772036,7,8.0,,,,,,,,,,,,,,,,,,
288,201805,AS776002,6,5.0,,,,,,,,,,,,,,,,,,
289,201805,AS777651,5,3.0,,,,,,,,,,,,,,,,,,
290,201805,AS779956,3,5.0,,,,,,,,,,,,,,,,,,
291,201805,AS781999,6,9.0,,,,,,,,,,,,,,,,,,
292,201805,AS786819,6,4.0,,,,,,,,,,,,,,,,,,
293,201805,AS790905,3,3.0,,,,,,,,,,,,,,,,,,
294,201805,AS795406,8,3.0,,,,,,,,,,,,,,,,,,
295,201805,AS798945,5,6.0,,,,,,,,,,,,,,,,,,
296,201805,AS799981,7,8.0,,,,,,,,,,,,,,,,,,
297,201805,AS800531,6,7.0,,,,,,,,,,,,,,,,,,
298,201805,AS811755,8,6.0,,,,,,,,,,,,,,,,,,
299,201805,AS812685,8,5.0,,,,,,,,,,,,,,,,,,
300,201805,AS814353,8,,,,,,,,,,,,,,,,,,,
301,201805,AS814944,3,2.0,,,,,,,,,,,,,,,,,,
302,201805,AS818410,7,4.0,,,,,,,,,,,,,,,,,,
303,201805,AS823436,5,10.0,,,,,,,,,,,,,,,,,,
304,201805,AS824458,3,5.0,XXXXX,C03,M,2017-07-01,2018-06-30,CA2,1.0,야간,6000.0,입회비반액할인,3.333333333,3.0,5.0,2.0,1.0,2018-06-30,11.0,2018-05-30 00:00:00
305,201805,AS826583,4,2.0,,,,,,,,,,,,,,,,,,
306,201805,AS828426,4,1.0,,,,,,,,,,,,,,,,,,
307,201805,AS834214,3,3.0,,,,,,,,,,,,,,,,,,
308,201805,AS834706,4,5.0,,,,,,,,,,,,,,,,,,
309,201805,AS838065,7,8.0,,,,,,,,,,,,,,,,,,
310,201805,AS840069,5,9.0,,,,,,,,,,,,,,,,,,
311,201805,AS842977,5,3.0,,,,,,,,,,,,,,,,,,
312,201805,AS844339,2,4.0,,,,,,,,,,,,,,,,,,
313,201805,AS846781,4,5.0,,,,,,,,,,,,,,,,,,
314,201805,AS846805,6,,,,,,,,,,,,,,,,,,,
315,201805,AS857207,6,6.0,,,,,,,,,,,,,,,,,,
316,201805,AS860362,8,9.0,,,,,,,,,,,,,,,,,,
317,201805,AS866446,2,5.0,,,,,,,,,,,,,,,,,,
318,201805,AS867281,5,4.0,,,,,,,,,,,,,,,,,,
319,201805,AS868124,6,6.0,,,,,,,,,,,,,,,,,,
320,201805,AS868530,6,5.0,,,,,,,,,,,,,,,,,,
321,201805,AS869895,7,4.0,,,,,,,,,,,,,,,,,,
322,201805,AS870817,3,5.0,,,,,,,,,,,,,,,,,,
323,201805,AS873051,6,6.0,,,,,,,,,,,,,,,,,,
324,201805,AS875048,3,5.0,,,,,,,,,,,,,,,,,,
325,201805,AS879331,6,7.0,,,,,,,,,,,,,,,,,,
326,201805,AS886138,8,8.0,,,,,,,,,,,,,,,,,,
327,201805,AS886872,7,8.0,,,,,,,,,,,,,,,,,,
328,201805,AS888896,3,3.0,,,,,,,,,,,,,,,,,,
329,201805,AS890023,2,3.0,,,,,,,,,,,,,,,,,,
330,201805,AS896608,4,4.0,,,,,,,,,,,,,,,,,,
331,201805,AS897421,7,9.0,,,,,,,,,,,,,,,,,,
332,201805,AS902294,7,7.0,,,,,,,,,,,,,,,,,,
333,201805,AS913753,1,2.0,XX,C03,M,2018-01-01,2018-06-30,CA1,1.0,야간,6000.0,일반,1.333333333,1.0,2.0,1.0,0.0,2018-06-30,5.0,2018-05-30 00:00:00
334,201805,AS914290,4,4.0,,,,,,,,,,,,,,,,,,
335,201805,AS917021,1,3.0,,,,,,,,,,,,,,,,,,
336,201805,AS918302,7,6.0,,,,,,,,,,,,,,,,,,
337,201805,AS920111,6,10.0,,,,,,,,,,,,,,,,,,
338,201805,AS924898,8,9.0,,,,,,,,,,,,,,,,,,
339,201805,AS926099,5,4.0,,,,,,,,,,,,,,,,,,
340,201805,AS926104,5,3.0,,,,,,,,,,,,,,,,,,
341,201805,AS928923,5,5.0,,,,,,,,,,,,,,,,,,
342,201805,AS929382,1,1.0,,,,,,,,,,,,,,,,,,
343,201805,AS929514,5,9.0,,,,,,,,,,,,,,,,,,
344,201805,AS931323,1,2.0,,,,,,,,,,,,,,,,,,
345,201805,AS931712,1,4.0,,,,,,,,,,,,,,,,,,
346,201805,AS933597,3,4.0,,,,,,,,,,,,,,,,,,
347,201805,AS934534,2,4.0,,,,,,,,,,,,,,,,,,
348,201805,AS936602,7,5.0,,,,,,,,,,,,,,,,,,
349,201805,AS941998,6,8.0,,,,,,,,,,,,,,,,,,
350,201805,AS942939,7,4.0,,,,,,,,,,,,,,,,,,
351,201805,AS945488,5,6.0,,,,,,,,,,,,,,,,,,
352,201805,AS946582,4,2.0,,,,,,,,,,,,,,,,,,
353,201805,AS950313,4,4.0,,,,,,,,,,,,,,,,,,
354,201805,AS961301,4,5.0,,,,,,,,,,,,,,,,,,
355,201805,AS963520,6,9.0,,,,,,,,,,,,,,,,,,
356,201805,AS963873,8,,,,,,,,,,,,,,,,,,,
357,201805,AS969133,6,5.0,,,,,,,,,,,,,,,,,,
358,201805,AS970810,4,6.0,,,,,,,,,,,,,,,,,,
359,201805,AS977127,6,7.0,,,,,,,,,,,,,,,,,,
360,201805,AS978283,3,3.0,,,,,,,,,,,,,,,,,,
361,201805,AS981537,10,6.0,,,,,,,,,,,,,,,,,,
362,201805,AS984922,6,4.0,,,,,,,,,,,,,,,,,,
363,201805,AS988792,7,5.0,,,,,,,,,,,,,,,,,,
364,201805,AS988921,7,4.0,,,,,,,,,,,,,,,,,,
365,201805,AS992593,6,8.0,,,,,,,,,,,,,,,,,,
366,201805,AS992895,3,9.0,,,,,,,,,,,,,,,,,,
367,201805,AS994696,5,7.0,,,,,,,,,,,,,,,,,,
368,201805,AS995937,7,8.0,,,,,,,,,,,,,,,,,,
369,201805,AS997107,7,9.0,,,,,,,,,,,,,,,,,,
370,201805,AS998566,5,7.0,,,,,,,,,,,,,,,,,,
371,201805,GD001473,6,7.0,,,,,,,,,,,,,,,,,,
372,201805,GD001777,5,3.0,,,,,,,,,,,,,,,,,,
373,201805,GD001932,10,,,,,,,,,,,,,,,,,,,
374,201805,GD004422,4,4.0,,,,,,,,,,,,,,,,,,
375,201805,GD009242,5,7.0,,,,,,,,,,,,,,,,,,
376,201805,GD010455,3,7.0,,,,,,,,,,,,,,,,,,
377,201805,GD012037,6,8.0,,,,,,,,,,,,,,,,,,
378,201805,GD020270,4,3.0,,,,,,,,,,,,,,,,,,
379,201805,GD022268,5,1.0,,,,,,,,,,,,,,,,,,
380,201805,GD024299,5,6.0,,,,,,,,,,,,,,,,,,
381,201805,GD025393,9,5.0,,,,,,,,,,,,,,,,,,
382,201805,GD029159,3,3.0,,,,,,,,,,,,,,,,,,
383,201805,GD032887,3,9.0,,,,,,,,,,,,,,,,,,
